7901.09,8183.96,7758.93,7895.96,7764460000,134114000000
6955.38,7899.23,6806.51,7889.25,8906250000,118048000000
6843.47,6968.32,6817.59,6968.32,4641890000,116126000000
6795.44,6872.41,6704.15,6834.76,4272750000,115306000000
7044.32,7178.11,6661.99,6770.73,4894060000,119516000000
6919.98,7111.56,6919.98,7023.52,3652500000,117392000000
6630.51,7050.54,6630.51,6911.09,3976610000,112467000000
6815.96,6857.49,6575,6636.32,3766810000,115601000000
6848.65,6933.82,6644.8,6811.47,5639320000,116142000000
7456.41,7469.88,6803.88,6853.84,4936000000,126434000000
7102.26,7530.94,7072.49,7456.11,5499700000,120415000000
6844.86,7135.47,6816.58,7083.8,4333440000,116037000000
7003.06,7060.95,6526.87,6844.23,4532100000,118705000000
6892.48,7207.85,6863.52,6973.53,4553270000,116820000000
7171.45,7276.66,6683.93,6890.52,6289510000,121534000000
7979.07,7994.33,7081.38,7165.7,6361230000,135205000000
7836.83,8122.89,7809.17,7954.48,4935290000,132781000000
8200,8232.78,7797.28,7833.04,5378250000,138919000000
8498.47,8530.08,7921.43,8209.4,5921040000,143960000000
8612.81,8682.01,8449.1,8495.78,4569880000,145882000000
8901.95,8996.18,8665.7,8668.12,5664600000,150762000000
8736.25,8879.62,8360.62,8879.62,5954120000,147941000000
8939.44,9100.71,8564.9,8728.47,5530390000,151366000000
8937.48,9177.37,8846.33,8929.28,6043130000,151316000000
8619.67,9051.02,8389.89,8913.47,6361790000,145922000000
8344.12,8675.87,8182.4,8630.65,6729110000,141240000000
7890.52,8245.51,7397.99,8223.68,6639190000,133547000000
8321.91,8346.53,7812.82,7916.88,4426150000,140834000000
8322.91,8585.15,8005.31,8338.35,5289380000,140834000000
8290.76,8428.35,7783.05,8300.86,6834430000,140275000000
9214.65,9355.85,8068.59,8269.81,6438230000,155891000000
9173.04,9470.38,8958.19,9194.85,5991140000,155168000000
9602.93,9937.5,8956.43,9205.12,6457400000,162421000000
8852.78,9711.89,8607.12,9578.63,6296370000,149716000000
9350.59,9531.32,8828.47,8866,5386320000,158119000000
9414.69,9466.35,8513.03,9337.55,8704190000,159185000000
9951.44,10147.4,9335.87,9395.01,7186090000,168241000000
10803.9,10929.5,9692.12,9965.57,8797910000,182631000000
11500.1,11500.1,10694.3,10779.9,6832170000,194378000000
11532.4,11704.1,11443.9,11573.3,6468540000,194903000000
11497.4,11512.6,11136.1,11512.6,6084150000,194289000000
11101.9,11528.2,11002.4,11489.7,6690570000,187581000000
10977.4,11189,10850.1,11086.4,7620590000,185456000000
10385,11052.3,10352.7,10951,7317280000,175427000000
10687.2,11089.8,10393.1,10397.9,6936190000,180510000000
10393.9,10878.5,10246.1,10725.6,6966180000,175536000000
9669.43,10475,9501.73,10366.7,7287690000,163283000000
9796.42,9923.22,9407.06,9664.73,5706940000,165407000000
10287.7,10597.2,9546.97,9813.07,6917930000,173682000000
9937.07,10487.3,9734.56,10301.1,7739500000,167746000000
10660.4,11039.1,9939.09,10005,8040080000,179936000000
11372.2,11418.5,10479.1,10690.4,9405340000,191927000000
11231.8,11958.5,11231.8,11403.7,9926540000,189536000000
10552.6,11273.8,10513.2,11225.3,7652090000,178055000000
11123.4,11349.8,10326,10551.8,8744010000,187663000000
10207.5,11139.5,10149.4,11112.7,8660880000,172191000000
10135.7,10324.1,9824.82,10233.9,7296160000,170960000000
9488.32,10234.8,9395.58,10166.4,9062540000,160025000000
8599.92,9518.54,8599.92,9494.63,7909820000,145023000000
8926.72,8958.47,8455.41,8598.31,5696720000,150516000000
8141.43,8985.92,8141.43,8926.57,6256440000,137258000000
8616.13,8616.13,7931.1,8129.97,6122190000,145245000000
8720.08,9122.55,8295.47,8621.9,7780960000,146981000000
8271.84,8736.98,7884.71,8736.98,6784820000,139412000000
7637.86,8558.77,7637.86,8265.59,9346750000,128714000000
7755.49,8509.11,7236.79,7621.3,9169280000,130683000000
7051.75,7850.7,6048.26,7754,13999800000,118810000000
8270.54,8364.84,6756.68,6955.27,9285290000,139325000000
9175.7,9334.87,8031.22,8277.01,7073550000,154553000000
8852.12,9430.75,8251.63,9174.91,7263790000,149085000000
9142.28,9142.28,7796.49,8830.75,12726900000,153953000000
10237.3,10288.8,8812.28,9170.54,9959400000,172372000000
10108.2,10381.6,9777.42,10221.1,8041160000,170183000000
11306.8,11307.2,10036.2,10106.3,8637860000,190339000000
11755.5,11875.6,11179.2,11296.4,7107360000,197871000000
11475.3,12040.3,11475.3,11786.3,8350360000,193133000000
11174.9,11614.9,10989.2,11440.7,7583270000,188054000000
11256,11656.7,10470.3,11171.4,9746200000,189398000000
11421.7,11785.7,11057.4,11259.4,8873170000,192163000000
10903.4,11501.4,10639.8,11359.4,9940990000,183419000000
10944.5,11377.6,10129.7,10868.4,9660610000,184087000000
11633.1,11966.4,10240.2,10931.4,10537400000,195645000000
12889.2,12895.9,11288.2,11600.1,9935180000,216740000000
11656.2,13103,11656.2,12899.2,11801700000,195979000000
11429.8,11992.8,11172.1,11607.4,10740400000,192150000000
11198.8,12107.3,10942.5,11474.9,15020400000,188242000000
11431.1,11678,9402.29,11188.6,18830600000,192123000000
13836.1,13843.1,10194.9,11490.5,18853800000,232517000000
13767.3,14445.5,13641.7,13819.8,12750800000,231334000000
14370.8,14511.8,13268,13772,11084100000,241447000000
